repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.903020134228188,0.8345112152773341,0.8423034398065038,0.8361575114283613,0.8423034398065038,"[0.8591844369622147, 0.8273375834851244, 0.8618333333333332, 0.87425, 0.8289936401047512, 0.8536290322580645, 0.7825854700854701, 0.8241666666666667, 0.8430516124335735, 0.8680026227358413]"
10,0.903020134228188,0.8345112152773341,0.8423034398065038,0.8361575114283613,0.8423034398065038,"[0.8591844369622147, 0.8273375834851244, 0.8618333333333332, 0.87425, 0.8289936401047512, 0.8536290322580645, 0.7825854700854701, 0.8241666666666667, 0.8430516124335735, 0.8680026227358413]"
10,0.8922818791946309,0.8131025402409611,0.8371379296658592,0.8224935635216687,0.8371379296658592,"[0.8711934156378601, 0.8252884031572556, 0.8598333333333332, 0.8558333333333332, 0.8236812570145902, 0.8275, 0.7847222222222222, 0.837, 0.8285287908568101, 0.8577985411031882]"
10,0.8986577181208053,0.8249696425148756,0.8403004277549225,0.8305908463784588,0.8403004277549225,"[0.8530115974560419, 0.8180783242258652, 0.8578333333333333, 0.8702500000000001, 0.8339693228582117, 0.8316129032258064, 0.788261217948718, 0.8390000000000001, 0.8409769236368931, 0.8700106548643554]"
10,0.8986577181208053,0.8249696425148756,0.8403004277549225,0.8305908463784588,0.8403004277549225,"[0.8530115974560419, 0.8180783242258652, 0.8578333333333333, 0.8702500000000001, 0.8339693228582117, 0.8316129032258064, 0.788261217948718, 0.8390000000000001, 0.8409769236368931, 0.8700106548643554]"
10,0.8942953020134228,0.865126385576033,0.7536828546562951,0.7852199539602784,0.7536828546562951,"[0.7715301159745603, 0.7758044930176077, 0.7548333333333332, 0.76925, 0.6, 0.8037903225806453, 0.7194177350427351, 0.7776666666666667, 0.7744776879959235, 0.7900581919514794]"
10,0.8986577181208053,0.8249696425148756,0.8403004277549225,0.8305908463784588,0.8403004277549225,"[0.8530115974560419, 0.8180783242258652, 0.8578333333333333, 0.8702500000000001, 0.8339693228582117, 0.8316129032258064, 0.788261217948718, 0.8390000000000001, 0.8409769236368931, 0.8700106548643554]"
10,0.8986577181208053,0.8249696425148756,0.8403004277549225,0.8305908463784588,0.8403004277549225,"[0.8530115974560419, 0.8180783242258652, 0.8578333333333333, 0.8702500000000001, 0.8339693228582117, 0.8316129032258064, 0.788261217948718, 0.8390000000000001, 0.8409769236368931, 0.8700106548643554]"
10,0.8986577181208053,0.8249696425148756,0.8403004277549225,0.8305908463784588,0.8403004277549225,"[0.8530115974560419, 0.8180783242258652, 0.8578333333333333, 0.8702500000000001, 0.8339693228582117, 0.8316129032258064, 0.788261217948718, 0.8390000000000001, 0.8409769236368931, 0.8700106548643554]"
10,0.8986577181208053,0.8249696425148756,0.8403004277549225,0.8305908463784588,0.8403004277549225,"[0.8530115974560419, 0.8180783242258652, 0.8578333333333333, 0.8702500000000001, 0.8339693228582117, 0.8316129032258064, 0.788261217948718, 0.8390000000000001, 0.8409769236368931, 0.8700106548643554]"
10,0.8986577181208053,0.8249696425148756,0.8403004277549225,0.8305908463784588,0.8403004277549225,"[0.8530115974560419, 0.8180783242258652, 0.8578333333333333, 0.8702500000000001, 0.8339693228582117, 0.8316129032258064, 0.788261217948718, 0.8390000000000001, 0.8409769236368931, 0.8700106548643554]"
10,0.8986577181208053,0.8249696425148756,0.8403004277549225,0.8305908463784588,0.8403004277549225,"[0.8530115974560419, 0.8180783242258652, 0.8578333333333333, 0.8702500000000001, 0.8339693228582117, 0.8316129032258064, 0.788261217948718, 0.8390000000000001, 0.8409769236368931, 0.8700106548643554]"
10,0.903020134228188,0.8345112152773341,0.8423034398065038,0.8361575114283613,0.8423034398065038,"[0.8591844369622147, 0.8273375834851244, 0.8618333333333332, 0.87425, 0.8289936401047512, 0.8536290322580645, 0.7825854700854701, 0.8241666666666667, 0.8430516124335735, 0.8680026227358413]"
10,0.903020134228188,0.8345112152773341,0.8423034398065038,0.8361575114283613,0.8423034398065038,"[0.8591844369622147, 0.8273375834851244, 0.8618333333333332, 0.87425, 0.8289936401047512, 0.8536290322580645, 0.7825854700854701, 0.8241666666666667, 0.8430516124335735, 0.8680026227358413]"
10,0.903020134228188,0.8345112152773341,0.8423034398065038,0.8361575114283613,0.8423034398065038,"[0.8591844369622147, 0.8273375834851244, 0.8618333333333332, 0.87425, 0.8289936401047512, 0.8536290322580645, 0.7825854700854701, 0.8241666666666667, 0.8430516124335735, 0.8680026227358413]"
10,0.903020134228188,0.8345112152773341,0.8423034398065038,0.8361575114283613,0.8423034398065038,"[0.8591844369622147, 0.8273375834851244, 0.8618333333333332, 0.87425, 0.8289936401047512, 0.8536290322580645, 0.7825854700854701, 0.8241666666666667, 0.8430516124335735, 0.8680026227358413]"
10,0.9026845637583893,0.8359989825739662,0.8401696193343637,0.8354944276809363,0.8401696193343637,"[0.8500935278713057, 0.8386460230722526, 0.845, 0.8802499999999999, 0.8331088664421998, 0.8435483870967742, 0.788261217948718, 0.81575, 0.8430516124335735, 0.8639865584788132]"
10,0.8541946308724832,0.7719992615395416,0.7389055756224722,0.7482618271350793,0.7389055756224722,"[0.7529835827224813, 0.7903087373402977, 0.7258067431980476, 0.7885746197562499, 0.7514757969303424, 0.7343713278495887, 0.7360362888140666, 0.7009609923230546, 0.7631313131313131, 0.6454063541592795]"
10,0.8814765100671142,0.8054755040400522,0.8110498225594324,0.8067140547624149,0.8110498225594324,"[0.7999114521841794, 0.8276248480551054, 0.7931380273619368, 0.8366479049405878, 0.8389143566602201, 0.8361208604923239, 0.766968802698145, 0.8202012848955443, 0.8157404610892983, 0.7752302272169821]"
10,0.903020134228188,0.8345112152773341,0.8423034398065038,0.8361575114283613,0.8423034398065038,"[0.8591844369622147, 0.8273375834851244, 0.8618333333333332, 0.87425, 0.8289936401047512, 0.8536290322580645, 0.7825854700854701, 0.8241666666666667, 0.8430516124335735, 0.8680026227358413]"
10,0.9161073825503355,0.836026936026936,0.87425,0.8532858071249927,0.87425,[0.87425]
10,0.9161073825503355,0.8793133195307108,0.8289936401047513,0.850985098509851,0.8289936401047512,[0.8289936401047512]
10,0.9093959731543624,0.8550809822361547,0.8760807913121671,0.8649161392139415,0.8760807913121672,[0.8760807913121672]
10,0.9093959731543624,0.8550809822361547,0.8760807913121671,0.8649161392139415,0.8760807913121672,[0.8760807913121672]
10,0.9026845637583892,0.8144257703081232,0.8680026227358413,0.8371983497541586,0.8680026227358413,[0.8680026227358413]
10,0.9194630872483222,0.8862388328825506,0.8430516124335736,0.8623026569118213,0.8430516124335735,[0.8430516124335735]
10,0.9194630872483222,0.8862388328825506,0.8430516124335736,0.8623026569118213,0.8430516124335735,[0.8430516124335735]
10,0.9026845637583892,0.8188263257110073,0.8241666666666667,0.8214573476850608,0.8241666666666667,[0.8241666666666667]
10,0.87248322147651,0.821190042501518,0.7825854700854701,0.7992340968725622,0.7825854700854701,[0.7825854700854701]
10,0.889261744966443,0.7961837217156367,0.8536290322580645,0.8198208102017259,0.8536290322580645,[0.8536290322580645]
10,0.9161073825503355,0.8793133195307108,0.8289936401047513,0.850985098509851,0.8289936401047512,[0.8289936401047512]
10,0.9194630872483222,0.8862388328825506,0.8430516124335736,0.8623026569118213,0.8430516124335735,[0.8430516124335735]
10,0.9194630872483222,0.8862388328825506,0.8430516124335736,0.8623026569118213,0.8430516124335735,[0.8430516124335735]
10,0.9194630872483222,0.8862388328825506,0.8430516124335736,0.8623026569118213,0.8430516124335735,[0.8430516124335735]
10,0.9194630872483222,0.8862388328825506,0.8430516124335736,0.8623026569118213,0.8430516124335735,[0.8430516124335735]
10,0.9194630872483222,0.8862388328825506,0.8430516124335736,0.8623026569118213,0.8430516124335735,[0.8430516124335735]
10,0.9194630872483222,0.8862388328825506,0.8430516124335736,0.8623026569118213,0.8430516124335735,[0.8430516124335735]
10,0.8154362416107382,0.9070945945945945,0.5175438596491229,0.48268787677934544,0.5175438596491229,[0.5175438596491229]
10,0.8758389261744967,0.8944647201946472,0.6888330785469898,0.7356826081745176,0.6888330785469898,[0.6888330785469898]
10,0.9093959731543624,0.9232397504456328,0.7765523767926039,0.824915678381025,0.7765523767926039,[0.7765523767926039]
10,0.9194630872483222,0.8862388328825506,0.8430516124335736,0.8623026569118213,0.8430516124335735,[0.8430516124335735]
